LCLid,day,energy_median,energy_mean,energy_max,energy_count,energy_std,energy_sum,energy_min
MAC000131,2012-01-03,0.14750000000000002,0.23550000000000004,0.674,48,0.2099953393606427,11.304000000000002,0.068
MAC000131,2012-01-04,0.10099999999999999,0.21627083333333327,0.731,48,0.21520576394077676,10.380999999999997,0.065
MAC000131,2012-01-05,0.146,0.3310208333333334,0.7859999999999999,48,0.2733733702406611,15.889000000000005,0.063
MAC000131,2012-01-06,0.1025,0.22364583333333332,0.765,48,0.24118700165950804,10.735,0.064
MAC000131,2012-01-07,0.0995,0.1373958333333333,0.5720000000000001,48,0.09449546641907676,6.594999999999999,0.065
MAC000131,2012-01-08,0.13699999999999998,0.2305000000000001,0.857,48,0.22124444938343366,11.064000000000005,0.068
MAC000131,2012-01-09,0.1345,0.26035416666666666,0.7709999999999999,48,0.24338049097354705,12.497,0.065
MAC000131,2012-01-10,0.1435,0.20129166666666667,0.6940000000000001,48,0.1698051396777875,9.662,0.068
MAC000131,2012-01-11,0.13,0.2410416666666667,0.7290000000000001,48,0.2220348792164251,11.57,0.064
MAC000131,2012-01-12,0.1595,0.32674999999999993,1.242,48,0.29243457169665193,15.683999999999996,0.068
MAC000131,2012-01-13,0.08499999999999999,0.2425000020833333,1.4680001,48,0.2988751338609918,11.640000099999998,0.063
MAC000131,2012-01-14,0.11800000000000001,0.15895833333333326,0.693,48,0.1474219531464142,7.629999999999996,0.064
MAC000131,2012-01-15,0.115,0.23197916666666665,0.728,48,0.22456458954137568,11.134999999999998,0.063
MAC000131,2012-01-16,0.127,0.27899999999999997,0.7340000000000001,48,0.26110811325677075,13.392,0.064
MAC000131,2012-01-17,0.109,0.2259583333333333,0.687,48,0.22261616220247546,10.845999999999998,0.064
MAC000131,2012-01-18,0.1155,0.22697916666666676,0.787,48,0.22249336491023286,10.895000000000005,0.064
MAC000131,2012-01-19,0.128,0.243375,0.737,48,0.2370053078676653,11.682,0.067
MAC000131,2012-01-20,0.092,0.22464583333333327,0.7659999999999999,48,0.2394944577676453,10.783,0.063
MAC000131,2012-01-21,0.1195,0.17508333333333334,0.922,48,0.1825780897732481,8.404000000000002,0.066
MAC000131,2012-01-22,0.1015,0.17377083333333332,0.779,48,0.17894635349477792,8.341000000000001,0.066
MAC000131,2012-01-23,0.14200000000000002,0.2425208333333333,0.696,48,0.2215270973851428,11.640999999999998,0.064
MAC000131,2012-01-24,0.1325,0.2245416666666666,0.728,48,0.2126665513350362,10.777999999999995,0.065
MAC000131,2012-01-25,0.121,0.2395625,0.73,48,0.23768143405774186,11.499,0.064
MAC000131,2012-01-26,0.1325,0.2656458333333333,0.7559999999999999,48,0.24814310298039235,12.750999999999998,0.065
MAC000131,2012-01-27,0.09300000000000001,0.22233333333333336,0.778,48,0.2352911580956968,10.672,0.067
MAC000131,2012-01-28,0.0935,0.12658333333333335,0.607,48,0.0936782254799802,6.0760000000000005,0.066
MAC000131,2012-01-29,0.1305,0.26139583333333344,0.8170000000000001,48,0.2404382293020997,12.547000000000004,0.066
MAC000131,2012-01-30,0.1105,0.2618958333333334,0.736,48,0.2475047594284125,12.571000000000002,0.065
MAC000131,2012-01-31,0.138,0.24677083333333336,0.753,48,0.2252494824499529,11.845,0.061
MAC000131,2012-02-01,0.094,0.2429583333333334,0.7240000000000001,48,0.2376449128635601,11.662000000000004,0.059
MAC000131,2012-02-02,0.07400000000000001,0.22135416666666666,0.708,48,0.2364485900295249,10.625,0.057
MAC000131,2012-02-03,0.11,0.2610208333333333,0.7809999999999999,48,0.2517188138754536,12.529000000000002,0.058
MAC000131,2012-02-04,0.0945,0.21300000000000008,0.748,48,0.21290773148868872,10.224000000000004,0.056
MAC000131,2012-02-05,0.139,0.2588124999999999,0.6609999999999999,48,0.22168423549264268,12.422999999999995,0.059
MAC000131,2012-02-06,0.134,0.24875,0.698,48,0.2408481909083599,11.94,0.063
MAC000131,2012-02-07,0.108,0.2662083333333333,0.8029999999999999,48,0.2498422445526788,12.777999999999999,0.063
MAC000131,2012-02-08,0.132,0.2343958333333333,0.789,48,0.22408212206483144,11.251,0.061
MAC000131,2012-02-09,0.253,0.3621666666666668,1.163,48,0.2900022988414632,17.384000000000004,0.064
MAC000131,2012-02-10,0.07150000000000001,0.2252708333333333,0.7979999999999999,48,0.2492217451992138,10.812999999999999,0.059
MAC000131,2012-02-11,0.0785,0.1754791666666667,0.892,48,0.19310971301015709,8.423000000000002,0.06
MAC000131,2012-02-12,0.124,0.20081250000000006,0.763,48,0.20403740335557374,9.639,0.062
MAC000131,2012-02-13,0.1375,0.2700833333333333,0.723,48,0.240397439832487,12.964,0.062
MAC000131,2012-02-14,0.10400000000000001,0.22635416666666666,0.6890000000000001,48,0.2258613290987847,10.865,0.062
MAC000131,2012-02-15,0.1375,0.26364583333333336,0.805,48,0.24861886489618906,12.655,0.065
MAC000131,2012-02-16,0.213,0.3446458333333333,0.7609999999999999,48,0.2662033688729179,16.543,0.066
MAC000131,2012-02-17,0.0945,0.2578541666666668,1.327,48,0.30055374352722164,12.377000000000004,0.063
MAC000131,2012-02-18,0.113,0.18991666666666665,0.6970000000000001,48,0.19051507265253687,9.115999999999998,0.065
MAC000131,2012-02-19,0.122,0.2508333333333333,0.8320000000000001,48,0.24586290361883897,12.04,0.065
MAC000131,2012-02-20,0.1235,0.26085416666666666,0.8170000000000001,48,0.25079736582682394,12.521,0.064
MAC000131,2012-02-21,0.1235,0.24216666666666664,0.753,48,0.23044557518114206,11.624,0.064
MAC000131,2012-02-22,0.1935,0.3115833333333334,0.747,48,0.2452953784624477,14.956,0.066
MAC000131,2012-02-23,0.104,0.2013541666666666,0.735,48,0.2036950672151916,9.664999999999996,0.065
MAC000131,2012-02-24,0.098,0.19762499791666668,1.3609999,48,0.25739939234024595,9.4859999,0.065
MAC000131,2012-02-25,0.08650000000000001,0.12258333333333328,0.62,48,0.09132216373177147,5.883999999999998,0.064
MAC000131,2012-02-26,0.112,0.1648333333333334,0.6559999999999999,48,0.15318815205190645,7.9120000000000035,0.065
MAC000131,2012-02-27,0.1195,0.23277083333333334,0.743,48,0.22349394199827674,11.173000000000002,0.065
MAC000131,2012-02-28,0.11,0.1826458333333333,0.769,48,0.17761582850484073,8.767000000000001,0.066
MAC000131,2012-02-29,0.1405,0.17037499999999994,1.036,48,0.14571783065298755,8.177999999999999,0.067
MAC000131,2012-03-01,0.1225,0.21231250000000004,0.6809999999999999,48,0.20479893162225485,10.191000000000004,0.062
MAC000131,2012-03-02,0.09300000000000001,0.19379166666666667,0.728,48,0.2077344825690404,9.302,0.062
MAC000131,2012-03-03,0.0935,0.14179166666666668,0.575,48,0.11632620281343713,6.806000000000001,0.063
MAC000131,2012-03-04,0.133,0.2717083333333333,1.268,48,0.2710373263399408,13.042,0.064
MAC000131,2012-03-05,0.1265,0.2882708333333333,0.877,48,0.270331690633919,13.836999999999998,0.061
MAC000131,2012-03-06,0.126,0.2664583333333333,0.765,48,0.2475905128568896,12.789999999999996,0.064
MAC000131,2012-03-07,0.1255,0.2783541666666667,0.797,48,0.25844703886321296,13.360999999999999,0.062
MAC000131,2012-03-08,0.0965,0.2588958333333334,1.319,48,0.2963013302031259,12.427000000000005,0.061
MAC000131,2012-03-09,0.0885,0.2216875,0.74,48,0.22684422964068665,10.640999999999998,0.062
MAC000131,2012-03-10,0.1095,0.1995,0.815,48,0.20174926507287905,9.576,0.061
MAC000131,2012-03-11,0.1095,0.21804166666666666,0.716,48,0.21975885800977146,10.466,0.063
MAC000131,2012-03-12,0.1185,0.2157083333333334,0.698,48,0.2160495371026504,10.354000000000003,0.063
MAC000131,2012-03-13,0.07950000000000003,0.1934583333333333,0.779,48,0.22261855157094632,9.286,0.062
MAC000131,2012-03-14,0.096,0.18556250000000007,0.928,48,0.20704639281232534,8.907000000000004,0.064
MAC000131,2012-03-15,0.08250000000000003,0.17193750000000005,0.7559999999999999,48,0.1931651708892699,8.253000000000002,0.062
MAC000131,2012-03-16,0.1205,0.22875,0.706,48,0.22543938186043944,10.98,0.062
MAC000131,2012-03-17,0.081,0.16135416666666666,0.687,48,0.16103963957418804,7.744999999999999,0.063
MAC000131,2012-03-18,0.5785,0.4331458333333335,0.711,48,0.22978306046331295,20.791000000000007,0.064
MAC000131,2012-03-19,0.1315,0.23887500000000006,0.755,48,0.22528191558436664,11.466,0.063
MAC000131,2012-03-20,0.11,0.2277291666666667,0.698,48,0.22865189928382246,10.931,0.064
MAC000131,2012-03-21,0.1285,0.2773125,0.79,48,0.26167091206972976,13.311,0.065
MAC000131,2012-03-22,0.115,0.21822916666666667,0.746,48,0.23120040487921306,10.475,0.062
MAC000131,2012-03-23,0.0955,0.16120833333333334,0.627,48,0.16340707012664993,7.738000000000001,0.062
MAC000131,2012-03-24,0.11199999999999999,0.11304166666666665,0.238,48,0.04690141690611722,5.425999999999998,0.064
MAC000131,2012-03-25,0.131,0.1676041666666667,0.958,48,0.15835252076722156,8.045000000000002,0.066
MAC000131,2012-03-26,0.11150000000000003,0.1950833333333333,0.821,48,0.20518977550460746,9.364,0.065
MAC000131,2012-03-27,0.0775,0.16047916666666664,0.6970000000000001,48,0.16768321064198904,7.7029999999999985,0.06
MAC000131,2012-03-28,0.115,0.181125,0.7829999999999999,48,0.1896126650990314,8.693999999999999,0.063
MAC000131,2012-03-29,0.0955,0.157125,0.933,48,0.17618566428024826,7.542000000000001,0.062
MAC000131,2012-03-30,0.08549999999999999,0.1746041666666667,0.732,48,0.19035898221499575,8.381000000000002,0.063
MAC000131,2012-03-31,0.1065,0.14,0.805,48,0.12624124153314473,6.72,0.063
MAC000131,2012-04-01,0.1305,0.22118750000000006,1.023,48,0.2236982823862382,10.617000000000004,0.065
MAC000131,2012-04-02,0.1205,0.21591666666666676,0.7240000000000001,48,0.22254158906875865,10.364000000000004,0.061
MAC000131,2012-04-03,0.094,0.22091666666666668,0.769,48,0.232646461151948,10.604,0.065
MAC000131,2012-04-04,0.11100000000000003,0.2447083333333333,0.7509999999999999,48,0.24852132562575016,11.746,0.064
MAC000131,2012-04-05,0.0675,0.22372916666666667,0.8009999999999999,48,0.25753394649888545,10.739,0.058
MAC000131,2012-04-06,0.14500000000000002,0.3075833333333333,0.87,48,0.2763676115929446,14.763999999999998,0.06
MAC000131,2012-04-07,0.1315,0.2893125020833334,1.4220001,48,0.29668310119168056,13.887000100000005,0.065
MAC000131,2012-04-08,0.1205,0.2458333333333333,1.072,48,0.2584679356494056,11.8,0.061
MAC000131,2012-04-09,0.2045,0.3537291666666667,0.727,48,0.26462142686626416,16.979000000000006,0.063
MAC000131,2012-04-10,0.101,0.2906875020833333,1.4400001,48,0.3215380769736038,13.9530001,0.061
MAC000131,2012-04-11,0.1155,0.2632708333333333,0.797,48,0.25467148129801426,12.637,0.06
MAC000131,2012-04-12,0.1175,0.2740416666666667,0.95,48,0.2808421952849719,13.154000000000002,0.062
MAC000131,2012-04-13,0.0785,0.22172916666666667,0.7979999999999999,48,0.23579911569171105,10.642999999999999,0.06
MAC000131,2012-04-14,0.14400000000000002,0.3144166666666666,1.104,48,0.2806373319014019,15.092,0.062
MAC000131,2012-04-15,0.135,0.23206250000000006,0.955,48,0.24060786551318,11.139,0.065
MAC000131,2012-04-16,0.1365,0.3261041666666666,1.036,48,0.3139653890386397,15.652999999999995,0.06
MAC000131,2012-04-17,0.1315,0.2908541666666667,0.833,48,0.26883491648722835,13.961000000000002,0.057
MAC000131,2012-04-18,0.10800000000000001,0.25722916666666673,1.12,48,0.2626895457171412,12.347000000000005,0.056
MAC000131,2012-04-19,0.10800000000000001,0.2802291666666667,1.044,48,0.2884913243714421,13.450999999999999,0.058
MAC000131,2012-04-20,0.0915,0.20281250000000006,0.736,48,0.2152191022378941,9.735000000000003,0.057
MAC000131,2012-04-21,0.1265,0.2477291666666667,1.4509999999999998,48,0.2950282885523002,11.891000000000002,0.057
MAC000131,2012-04-22,0.13699999999999998,0.2843333333333333,1.097,48,0.2870406845900578,13.647999999999998,0.064
MAC000131,2012-04-23,0.14650000000000002,0.2747291666666667,0.857,48,0.2529574633809839,13.187,0.062
MAC000131,2012-04-24,0.109,0.22570833333333334,0.968,48,0.2369653855980472,10.834,0.063
MAC000131,2012-04-25,0.1175,0.27241666666666664,1.204,48,0.3180187893106474,13.076,0.059
MAC000131,2012-04-26,0.138,0.2723125,1.018,48,0.2646554690295178,13.071000000000002,0.062
MAC000131,2012-04-27,0.094,0.1849791666666667,0.789,48,0.20702785192246767,8.879000000000003,0.061
MAC000131,2012-04-28,0.08850000000000001,0.1332916666666667,0.687,48,0.12580920345411484,6.3980000000000015,0.061
MAC000131,2012-04-29,0.11699999999999999,0.21225,1.08,48,0.2327993840015247,10.188,0.058
MAC000131,2012-04-30,0.1405,0.2826458333333333,1.598,48,0.33434944705835384,13.566999999999998,0.062
MAC000131,2012-05-01,0.1185,0.26668749791666674,1.0319999,48,0.2761312576971209,12.800999900000004,0.064
MAC000131,2012-05-02,0.131,0.24079166666666665,0.738,48,0.2344520963032596,11.557999999999998,0.063
MAC000131,2012-05-03,0.154,0.3049166666666666,0.88,48,0.27357202430487937,14.635999999999996,0.063
MAC000131,2012-05-04,0.1015,0.20281250000000006,0.711,48,0.21198721923036126,9.735000000000003,0.06
MAC000131,2012-05-05,0.0885,0.19193750000000007,0.923,48,0.2125663256942381,9.213000000000003,0.062
MAC000131,2012-05-06,0.11800000000000001,0.2070833333333333,0.956,48,0.2293985506394079,9.94,0.059
MAC000131,2012-05-07,0.326,0.3732916666666668,0.778,48,0.2825600262594062,17.918000000000006,0.064
MAC000131,2012-05-08,0.1035,0.21975000000000006,0.8590000000000001,48,0.2420466369691699,10.548000000000002,0.063
MAC000131,2012-05-09,0.10649999999999997,0.2621041687499999,1.0700001,48,0.2930177048149445,12.581000099999995,0.063
MAC000131,2012-05-10,0.1405,0.2864375,1.033,48,0.2734074121744231,13.749,0.064
MAC000131,2012-05-11,0.119,0.2312083333333333,0.746,48,0.2363975157673889,11.097999999999999,0.063
MAC000131,2012-05-12,0.1235,0.183,0.908,48,0.1986055644053458,8.783999999999999,0.067
MAC000131,2012-05-13,0.1385,0.22375000000000006,0.98,48,0.22789447912799746,10.740000000000002,0.064
MAC000131,2012-05-14,0.16999999999999998,0.32279166666666664,1.025,48,0.2779226861980614,15.494000000000002,0.063
MAC000131,2012-05-15,0.1235,0.2607708312500001,1.0319999,48,0.2868581206472889,12.516999900000002,0.061
MAC000131,2012-05-16,0.1225,0.23666666666666664,0.79,48,0.2363159022870845,11.36,0.062
MAC000131,2012-05-17,0.12,0.29897916666666674,1.044,48,0.3096430676504346,14.351000000000004,0.063
MAC000131,2012-05-18,0.103,0.2323333333333333,0.7859999999999999,48,0.2386071580789747,11.151999999999996,0.064
MAC000131,2012-05-19,0.11599999999999999,0.16518750000000004,0.6990000000000001,48,0.16808035771301824,7.929000000000002,0.063
MAC000131,2012-05-20,0.1335,0.24522916666666664,0.737,48,0.2303412121719053,11.771,0.064
MAC000131,2012-05-21,0.2735,0.35918750000000005,0.79,48,0.2715216896042228,17.241000000000003,0.064
MAC000131,2012-05-22,0.112,0.15362499999999998,0.7390000000000001,48,0.15623653984576952,7.373999999999999,0.063
MAC000131,2012-05-23,0.1115,0.13174999999999998,0.28800000000000003,48,0.06911923093543781,6.323999999999999,0.063
MAC000131,2012-05-24,0.1145,0.14181249999999998,0.7120000000000001,48,0.12017339533694014,6.807,0.063
MAC000131,2012-05-25,0.117,0.15704166666666666,0.865,48,0.1377135414675917,7.5379999999999985,0.064
MAC000131,2012-05-26,0.117,0.1482083333333333,0.6709999999999999,48,0.10783714244535664,7.113999999999997,0.063
MAC000131,2012-05-27,0.1175,0.1346875,0.281,48,0.06192828943152631,6.465,0.066
MAC000131,2012-05-28,0.108,0.13020833333333331,0.344,48,0.06407308271870503,6.249999999999999,0.069
MAC000131,2012-05-29,0.124,0.13316666666666666,0.28600000000000003,48,0.061423307425076526,6.391999999999999,0.061
MAC000131,2012-05-30,0.1165,0.12652083333333336,0.265,48,0.04991993145766117,6.073000000000001,0.063
MAC000131,2012-05-31,0.122,0.14627083333333332,0.708,48,0.10645461316035378,7.021,0.063
MAC000131,2012-06-01,0.1105,0.12031249999999995,0.312,48,0.05505554496973846,5.774999999999998,0.064
MAC000131,2012-06-02,0.092,0.1137291666666667,0.299,48,0.05457173283690647,5.459000000000001,0.065
MAC000131,2012-06-03,0.1165,0.13502083333333334,0.7829999999999999,48,0.10986016054915686,6.481000000000001,0.064
MAC000131,2012-06-04,0.179,0.37918749791666656,1.1619999,48,0.31762942263954386,18.2009999,0.066
MAC000131,2012-06-05,0.14900000000000002,0.31683333333333336,0.742,48,0.2625158421426915,15.208,0.065
MAC000131,2012-06-06,0.1035,0.12062500000000005,0.305,48,0.061151233873531274,5.790000000000003,0.064
MAC000131,2012-06-07,0.1065,0.21197916458333332,1.2359999,48,0.2562401954268569,10.1749999,0.063
MAC000131,2012-06-08,0.124,0.2413125,1.108,48,0.2746297434922851,11.583,0.063
MAC000131,2012-06-09,0.092,0.11006250000000004,0.369,48,0.05847218151085435,5.283000000000002,0.063
MAC000131,2012-06-10,0.1,0.15120833333333333,0.7929999999999999,48,0.13444874976011026,7.257999999999999,0.064
MAC000131,2012-06-11,0.135,0.2948750000000001,0.8140000000000001,48,0.26403784585273604,14.154000000000005,0.066
MAC000131,2012-06-12,0.14250000000000002,0.2749375000000001,0.727,48,0.2464084488612612,13.197000000000005,0.062
MAC000131,2012-06-13,0.124,0.2377083333333333,0.7490000000000001,48,0.2296503316407251,11.41,0.064
MAC000131,2012-06-14,0.134,0.27875,1.392,48,0.309692675392056,13.38,0.063
MAC000131,2012-06-15,0.0965,0.1895,0.7040000000000001,48,0.1950332213926861,9.096,0.063
MAC000131,2012-06-16,0.0815,0.11754166666666666,0.506,48,0.07883539499200913,5.642,0.063
MAC000131,2012-06-17,0.1005,0.1404375,1.007,48,0.1437805517949771,6.7410000000000005,0.064
MAC000131,2012-06-18,0.1205,0.20433333333333334,0.8740000000000001,48,0.2179246730422404,9.808000000000002,0.063
MAC000131,2012-06-19,0.104,0.17258333333333334,1.084,48,0.19898581509728044,8.283999999999999,0.063
MAC000131,2012-06-20,0.14,0.1889583333333333,0.677,48,0.1743519256321283,9.07,0.064
MAC000131,2012-06-21,0.1465,0.2436666666666667,0.862,48,0.2285232269337779,11.696000000000002,0.064
MAC000131,2012-06-22,0.08149999999999999,0.10833333333333336,0.28600000000000003,48,0.05271938289977733,5.200000000000001,0.064
MAC000131,2012-06-23,0.1015,0.1375833333333333,0.8009999999999999,48,0.11770985485114666,6.603999999999997,0.066
MAC000131,2012-06-24,0.105,0.216625,0.687,48,0.2112901227162472,10.397999999999998,0.065
MAC000131,2012-06-25,0.107,0.20370833333333332,0.737,48,0.2131551186575848,9.777999999999999,0.064
MAC000131,2012-06-26,0.11599999999999999,0.16868750000000007,0.718,48,0.1570112011521281,8.097000000000003,0.065
MAC000131,2012-06-27,0.1285,0.1289375,0.313,48,0.060192388806333035,6.189,0.064
MAC000131,2012-06-28,0.111,0.13552083333333334,0.695,48,0.09919998918654138,6.505000000000001,0.067
MAC000131,2012-06-29,0.106,0.13291666666666666,0.757,48,0.1103520157309622,6.379999999999999,0.064
MAC000131,2012-06-30,0.1295,0.14760416666666668,0.8390000000000001,48,0.11593133323145513,7.085000000000001,0.067
MAC000131,2012-07-01,0.115,0.13085416666666666,0.342,48,0.06005387282968495,6.280999999999998,0.066
MAC000131,2012-07-02,0.111,0.15502083333333333,0.659,48,0.13949002703363408,7.441,0.061
MAC000131,2012-07-03,0.1075,0.1724791666666666,0.904,48,0.18202746923675447,8.278999999999996,0.058
MAC000131,2012-07-04,0.1105,0.12370833333333335,0.295,48,0.05957686197064682,5.9380000000000015,0.06
MAC000131,2012-07-05,0.11,0.12670833333333334,0.307,48,0.0699747548195543,6.082000000000002,0.059
MAC000131,2012-07-06,0.114,0.1269791666666667,0.302,48,0.06288202042641285,6.0950000000000015,0.062
MAC000131,2012-07-07,0.11199999999999999,0.12441666666666668,0.263,48,0.060442986441183386,5.972,0.061
MAC000131,2012-07-08,0.114,0.14410416666666664,0.847,48,0.11616628572747045,6.916999999999999,0.068
MAC000131,2012-07-09,0.1315,0.1572916666666667,0.841,48,0.13578298679711714,7.550000000000002,0.063
MAC000131,2012-07-10,0.108,0.15237499999999998,0.877,48,0.15921852038642534,7.313999999999999,0.058
MAC000131,2012-07-11,0.118,0.15791666666666673,0.68,48,0.1523742360158647,7.580000000000003,0.059
MAC000131,2012-07-12,0.1015,0.15327083333333338,0.78,48,0.16427775384330473,7.357000000000002,0.062
MAC000131,2012-07-13,0.1035,0.14735416666666667,0.7290000000000001,48,0.14945510812271234,7.0729999999999995,0.059
MAC000131,2012-07-14,0.1065,0.16747916666666665,0.735,48,0.1707809334097693,8.039,0.06
MAC000131,2012-07-15,0.10800000000000001,0.13162499999999994,0.28800000000000003,48,0.07133129926840777,6.317999999999999,0.067
MAC000131,2012-07-16,0.1265,0.15316666666666665,0.631,48,0.12318457580522027,7.3519999999999985,0.06
MAC000131,2012-07-17,0.1115,0.18420833333333334,0.866,48,0.1785890276028789,8.842,0.061
MAC000131,2012-07-18,0.1405,0.17287500000000006,0.735,48,0.15784245107607184,8.298000000000002,0.059
MAC000131,2012-07-19,0.107,0.1731458333333333,0.7759999999999999,48,0.1809831295280277,8.310999999999998,0.057
MAC000131,2012-07-20,0.10800000000000001,0.11177083333333336,0.295,48,0.0525904447203722,5.365000000000001,0.059
MAC000131,2012-07-21,0.0925,0.1123125,0.317,48,0.0615723605614271,5.391,0.059
MAC000131,2012-07-22,0.107,0.12158333333333332,0.29100000000000004,48,0.06243629377326816,5.836,0.058
MAC000131,2012-07-23,0.121,0.12591666666666668,0.28,48,0.055522980993816584,6.0440000000000005,0.059
MAC000131,2012-07-24,0.114,0.12522916666666664,0.259,48,0.059072346406157585,6.010999999999999,0.059
MAC000131,2012-07-25,0.1325,0.14914583333333334,0.885,48,0.12058597878751012,7.1590000000000025,0.063
MAC000131,2012-07-26,0.124,0.1206875,0.225,48,0.047836670812966116,5.792999999999998,0.06
MAC000131,2012-07-27,0.1285,0.1275,0.308,48,0.05948073172724516,6.12,0.06
MAC000131,2012-07-28,0.122,0.1576875,0.584,48,0.12238101581501472,7.569000000000001,0.062
MAC000131,2012-07-29,0.1155,0.14577083333333332,0.636,48,0.10065281376315176,6.997000000000001,0.06
MAC000131,2012-07-30,0.1205,0.12585416666666668,0.339,48,0.057779105986961087,6.041,0.061
MAC000131,2012-07-31,0.114,0.11604166666666672,0.304,48,0.055042327361935185,5.570000000000002,0.057
MAC000131,2012-08-01,0.116,0.12262499999999997,0.256,48,0.05353091172993692,5.885999999999999,0.06
MAC000131,2012-08-02,0.0675,0.09366666666666666,0.244,48,0.0428353271054039,4.496,0.058
MAC000131,2012-08-03,0.107,0.12004166666666667,0.31,48,0.06489925362103463,5.7620000000000005,0.057
MAC000131,2012-08-04,0.1125,0.13637500000000002,0.802,48,0.11109505705533283,6.546000000000001,0.06
MAC000131,2012-08-05,0.107,0.125125,0.309,48,0.06402247776815942,6.006,0.06
MAC000131,2012-08-06,0.133,0.1732708333333333,0.637,48,0.15971820125476227,8.316999999999998,0.061
MAC000131,2012-08-07,0.0845,0.1649375,0.747,48,0.17213174151262808,7.917000000000002,0.057
MAC000131,2012-08-08,0.111,0.12118750000000003,0.314,48,0.056539820744208526,5.817000000000001,0.061
MAC000131,2012-08-09,0.1285,0.12608333333333335,0.285,48,0.05709783814267731,6.052000000000001,0.058
MAC000131,2012-08-10,0.1585,0.14366666666666664,0.279,48,0.060681706498302276,6.895999999999999,0.058
MAC000131,2012-08-11,0.159,0.17333333333333334,0.542,48,0.0932375902034708,8.32,0.065
MAC000131,2012-08-12,0.12300000000000001,0.13389583333333335,0.408,48,0.06813667103488627,6.427000000000001,0.062
MAC000131,2012-08-13,0.113,0.12964583333333332,0.333,48,0.06578640148668549,6.223,0.058
MAC000131,2012-08-14,0.116,0.12918749999999998,0.292,48,0.06358497622966969,6.2010000000000005,0.057
MAC000131,2012-08-15,0.1065,0.12204166666666673,0.35700000000000004,48,0.06376584770340102,5.858000000000002,0.057
MAC000131,2012-08-16,0.10099999999999999,0.12331249999999995,0.257,48,0.06234023196360915,5.918999999999998,0.057
MAC000131,2012-08-17,0.1045,0.13597916666666668,0.8,48,0.11781061065230712,6.527000000000001,0.057
MAC000131,2012-08-18,0.107,0.13185416666666666,0.665,48,0.1039895636300664,6.329,0.058
MAC000131,2012-08-19,0.1325,0.13033333333333333,0.298,48,0.057527545052055824,6.2559999999999985,0.061
MAC000131,2012-08-20,0.1365,0.15735416666666668,0.777,48,0.10899375144754828,7.553000000000001,0.065
MAC000131,2012-08-21,0.111,0.12739583333333335,0.28600000000000003,48,0.060878581491335376,6.115000000000001,0.061
MAC000131,2012-08-22,0.1295,0.13097916666666665,0.302,48,0.059440472487216525,6.286999999999999,0.061
MAC000131,2012-08-23,0.1305,0.1334375,0.314,48,0.062895355932472,6.405000000000001,0.062
MAC000131,2012-08-24,0.11150000000000003,0.14035416666666667,0.7440000000000001,48,0.11326085304876235,6.737,0.061
MAC000131,2012-08-25,0.07,0.09854166666666668,0.278,48,0.04603373339116737,4.73,0.057
MAC000131,2012-08-26,0.0665,0.08891666666666666,0.154,48,0.035828096269122416,4.268,0.058
MAC000131,2012-08-27,0.0995,0.1648541666666667,0.6920000000000001,48,0.17311599721836166,7.913000000000001,0.057
MAC000131,2012-08-28,0.1,0.11602083333333335,0.285,48,0.0594139784338108,5.569,0.056
